DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
W+ 1 80.4 93.8571 -24 13 -40 W- 1 80.4 118.297 -65 -44 -37
b_quark 0 4.18 171.253 119 118 35 b_quark 0 4.18 245.883 -214 -121 2
b_quark 0 4.18 172.225 42 114 -122 b_quark 0 4.18 284.66 -134 -213 133
b_quark 0 4.18 173.961 32 -111 130 b_quark 0 4.18 99.1639 -34 14 -92
b_quark 0 4.18 204.148 -117 -139 -93 b_quark 0 4.18 343.832 215 233 133
W+ 1 80.4 183.739 -60 -64 140 W- 1 80.4 106.321 30 24 -58
b_quark 0 4.18 211.129 50 -147 -143 b_quark 0 4.18 275.803 33 225 156
b_quark 0 4.18 109.538 101 4 42 b_quark 0 4.18 164.738 -138 -51 -74
b_quark 0 4.18 183.841 140 104 58 b_quark 0 4.18 222.084 -138 -172 26
b_quark 0 4.18 123.788 -49 -19 -112 b_quark 0 4.18 197.288 126 -23 150
b_quark 0 4.18 192.199 -141 49 121 b_quark 0 4.18 276.303 241 -127 -46
W+ 1 80.4 197.457 56 -150 -83 W- 1 80.4 260.636 -137 173 113
b_quark 0 4.18 172.506 -84 37 146 b_quark 0 4.18 165.664 153 7 -63
tau+ 0 1.78 193.683 -5 126 -147 tau- 0 1.78 183.148 -20 -106 148
b_quark 0 4.18 143.288 17 -64 -127 b_quark 0 4.18 192.612 -73 163 72
b_quark 0 4.18 96.4338 31 -64 -65 b_quark 0 4.18 199.388 37 140 137
b_quark 0 4.18 112.976 -112 -9 -11 b_quark 0 4.18 180.187 164 -73 -15
b_quark 0 4.18 194.881 100 -144 -85 b_quark 0 4.18 275.07 -189 186 73
W+ 1 80.4 180.727 -73 90 -113 W- 1 80.4 111.965 58 -2 52
b_quark 0 4.18 104.688 -30 -81 59 b_quark 0 4.18 119.279 -60 103 -1
W+ 1 80.4 152.309 -97 85 -10 W- 1 80.4 231.472 175 -71 107
tau+ 0 1.78 160.587 -6 -57 -150 tau- 0 1.78 255.938 56 -43 246
W+ 1 80.4 158.503 -7 -63 -121 W- 1 80.4 228.482 58 110 174
b_quark 0 4.18 172.007 75 -38 -150 b_quark 0 4.18 130.987 6 52 120
W+ 1 80.4 174.13 45 94 -114 W- 1 80.4 208.802 -110 -125 97
b_quark 0 4.18 185.228 112 138 52 b_quark 0 4.18 272.096 -185 -145 -137
Z 1 91.2 184.69 150 -53 -22 Z 1 91.2 171.334 -133 -10 57
b_quark 0 4.18 161.995 -55 -140 60 b_quark 0 4.18 161.095 61 42 -143
b_quark 0 4.18 162.771 -32 62 -147 b_quark 0 4.18 208.879 54 -136 149
b_quark 0 4.18 157.259 -85 8 132 b_quark 0 4.18 204.398 -1 12 -204
b_quark 0 4.18 132.799 49 -121 24 b_quark 0 4.18 151.203 -50 139 32
W+ 1 80.4 163.821 -23 88 110 W- 1 80.4 108.725 -70 -4 -21
tau+ 0 1.78 162.948 95 -60 118 tau- 0 1.78 240.699 -136 109 -166
b_quark 0 4.18 149.22 72 123 -44 b_quark 0 4.18 229.649 -70 -186 115
W+ 1 80.4 109.732 1 10 74 W- 1 80.4 152.033 -55 -53 -104
b_quark 0 4.18 171.121 -148 -56 65 b_quark 0 4.18 177.388 92 67 -136
b_quark 0 4.18 124.473 70 100 -24 b_quark 0 4.18 153.4 -53 -136 -47
b_quark 0 4.18 145.27 23 26 141 b_quark 0 4.18 175.575 -50 -70 -153
b_quark 0 4.18 181.663 100 130 78 b_quark 0 4.18 207.833 -102 -38 -177
b_quark 0 4.18 169.795 45 -102 128 b_quark 0 4.18 113.642 20 41 -104
b_quark 0 4.18 178.959 -143 74 -78 b_quark 0 4.18 232.84 188 -63 122
b_quark 0 4.18 157.021 106 -109 -39 b_quark 0 4.18 111.438 -66 46 77
b_quark 0 4.18 141.412 78 -30 114 b_quark 0 4.18 79.8716 12 17 -77
b_quark 0 4.18 94.8181 40 77 38 b_quark 0 4.18 173.356 -133 5 -111
W+ 1 80.4 204.7 -129 29 -134 W- 1 80.4 172.922 53 -98 105
tau+ 0 1.78 80.7723 27 4 76 tau- 0 1.78 101.169 -34 -74 -60
b_quark 0 4.18 144.414 83 -43 110 b_quark 0 4.18 204.945 -21 138 -150
W+ 1 80.4 223.907 -95 137 126 W- 1 80.4 194.741 40 -48 -166
W+ 1 80.4 132.922 32 78 -64 W- 1 80.4 142.822 10 -53 105
b_quark 0 4.18 78.5142 -75 -21 9 b_quark 0 4.18 43.3413 41 6 -12
b_quark 0 4.18 158.769 -45 133 -74 b_quark 0 4.18 58.442 41 -41 6
W+ 1 80.4 194.191 121 -54 117 W- 1 80.4 153.815 -45 113 -49
b_quark 0 4.18 86.4782 -22 71 44 b_quark 0 4.18 209.956 76 -148 -128
b_quark 0 4.18 59.1225 21 11 54 b_quark 0 4.18 102.438 -74 50 -50
W+ 1 80.4 105.438 -36 -54 21 W- 1 80.4 109.083 -33 -25 -61
tau+ 0 1.78 83.8938 -11 5 -83 tau- 0 1.78 88.6125 -15 30 82
b_quark 0 4.18 129.393 -76 -65 82 b_quark 0 4.18 94.3529 -14 -15 -92
W+ 1 80.4 172.688 -116 10 -99 W- 1 80.4 212.949 49 -1 191
W+ 1 80.4 180.749 111 -102 59 W- 1 80.4 194.266 -149 95 7
b_quark 0 4.18 106.318 58 41 -79 b_quark 0 4.18 59.8203 -5 -20 56
b_quark 0 4.18 114.597 41 -45 97 b_quark 0 4.18 151.906 -4 -29 -149
W+ 1 80.4 167.852 106 -85 -57 W- 1 80.4 222.935 -148 146 -4
b_quark 0 4.18 78.6605 64 -7 45 b_quark 0 4.18 108.699 11 -21 -106
W+ 1 80.4 156.733 -94 47 84 W- 1 80.4 261.615 192 33 -155
b_quark 0 4.18 129.254 10 110 -67 b_quark 0 4.18 152.038 15 -133 72
b_quark 0 4.18 144.77 -144 14 3 b_quark 0 4.18 129.226 129 -5 -4
b_quark 0 4.18 145.954 137 50 4 b_quark 0 4.18 202.434 -191 -16 -65
b_quark 0 4.18 146.186 -70 -127 -18 b_quark 0 4.18 188.993 -18 184 39
b_quark 0 4.18 147.474 -91 -101 57 b_quark 0 4.18 147.646 131 61 30
b_quark 0 4.18 151.15 -78 19 -128 b_quark 0 4.18 223.353 114 -93 168
b_quark 0 4.18 228.883 -143 140 111 b_quark 0 4.18 279.45 189 -177 -105
b_quark 0 4.18 167.399 -140 -58 -71 b_quark 0 4.18 179.052 45 121 124
b_quark 0 4.18 44.1755 -7 27 34 b_quark 0 4.18 84.092 -63 51 22
b_quark 0 4.18 135.608 -104 -80 34 b_quark 0 4.18 185.209 133 114 -60
W+ 1 80.4 181.629 147 -4 70 W- 1 80.4 252.02 -220 89 27
W+ 1 80.4 146.168 4 97 74 W- 1 80.4 119.521 16 -82 -29
b_quark 0 4.18 168.521 137 3 -98 b_quark 0 4.18 172.306 -94 -10 144
b_quark 0 4.18 154.41 -97 -120 4 b_quark 0 4.18 213.884 176 112 -47
b_quark 0 4.18 164.98 -82 -34 139 b_quark 0 4.18 119.526 27 56 -102
b_quark 0 4.18 136.083 31 -82 -104 b_quark 0 4.18 81.3048 -50 27 58
b_quark 0 4.18 175.566 133 -54 101 b_quark 0 4.18 171.46 -168 31 -14
b_quark 0 4.18 113.373 -38 -104 -24 b_quark 0 4.18 189.622 67 135 115
b_quark 0 4.18 164.704 -146 13 -75 b_quark 0 4.18 279.742 219 1 174
W+ 1 80.4 124.748 59 -64 39 W- 1 80.4 165.37 -107 5 -97
b_quark 0 4.18 192.589 124 121 -84 b_quark 0 4.18 228.977 -34 -136 181
b_quark 0 4.18 116.908 -95 23 64 b_quark 0 4.18 168.747 95 -112 -83
W+ 1 80.4 163.454 34 131 44 W- 1 80.4 228.948 -36 -196 -79
W+ 1 80.4 113.794 2 9 -80 W- 1 80.4 182.99 -86 80 115
Z 1 91.2 220.344 97 147 96 Z 1 91.2 225.729 -130 -94 -130
b_quark 0 4.18 139.709 -6 -76 -117 b_quark 0 4.18 118.146 17 -14 116
b_quark 0 4.18 153.083 55 114 -86 b_quark 0 4.18 101.58 -85 -24 50
b_quark 0 4.18 145.002 -44 24 136 b_quark 0 4.18 187.493 136 64 -112
W+ 1 80.4 143.056 -94 67 -26 W- 1 80.4 181.874 3 -141 82
b_quark 0 4.18 65.3259 55 -28 -21 b_quark 0 4.18 85.3433 -76 11 37
b_quark 0 4.18 177.999 93 -56 141 b_quark 0 4.18 254.044 -47 106 -226
Z 1 91.2 155.668 -115 -17 49 Z 1 91.2 159.682 116 50 -35
b_quark 0 4.18 199.906 -100 149 88 b_quark 0 4.18 215.844 83 -199 9
W+ 1 80.4 195.965 -91 -91 -124 W- 1 80.4 246.061 99 109 180
b_quark 0 4.18 156.427 124 60 74 b_quark 0 4.18 101.309 -93 -34 21
W+ 1 80.4 198.318 -21 112 -141 W- 1 80.4 246.986 -31 -171 156
b_quark 0 4.18 162.43 -73 106 -99 b_quark 0 4.18 257.269 136 -165 143
b_quark 0 4.18 137.246 129 33 -33 b_quark 0 4.18 79.8591 -62 4 50
b_quark 0 4.18 145.064 65 49 120 b_quark 0 4.18 107.156 -85 12 -64
b_quark 0 4.18 213.547 126 -147 -90 b_quark 0 4.18 101.683 -27 83 52
W+ 1 80.4 202.52 15 119 -142 W- 1 80.4 215.207 -45 -24 193
tau+ 0 1.78 134.31 -6 -132 -24 tau- 0 1.78 102.338 -67 59 -50
W+ 1 80.4 167.58 33 -93 -109 W- 1 80.4 282.433 -124 162 178
W+ 1 80.4 154.156 60 34 112 W- 1 80.4 153.913 -28 -85 -96
b_quark 0 4.18 152.93 -37 140 -49 b_quark 0 4.18 140.568 -55 -114 61
W+ 1 80.4 158.61 113 -32 -70 W- 1 80.4 148.57 -122 -7 26
b_quark 0 4.18 159.532 132 28 85 b_quark 0 4.18 214.083 -90 -65 -183
b_quark 0 4.18 150.358 137 10 -61 b_quark 0 4.18 245.28 -220 81 72
b_quark 0 4.18 136.68 58 -120 30 b_quark 0 4.18 150.481 -99 99 -55
b_quark 0 4.18 144.591 103 98 26 b_quark 0 4.18 187.164 -97 -152 -50
b_quark 0 4.18 161.541 -94 121 -51 b_quark 0 4.18 202.167 85 -155 98
b_quark 0 4.18 144.217 -109 -50 80 b_quark 0 4.18 83.4953 73 35 -20
b_quark 0 4.18 67.2047 37 23 51 b_quark 0 4.18 105.596 16 59 -86
b_quark 0 4.18 90.9916 -5 -86 -29 b_quark 0 4.18 203.033 -68 166 95
W+ 1 80.4 195.533 60 112 125 W- 1 80.4 245.418 29 -181 -142
W+ 1 80.4 163.377 62 0 128 W- 1 80.4 227.899 -13 64 -203
tau+ 0 1.78 149.981 -59 131 -43 tau- 0 1.78 74.3248 63 -36 16
b_quark 0 4.18 199.919 45 -130 -145 b_quark 0 4.18 270.021 13 199 182
W+ 1 80.4 178.631 22 -65 144 W- 1 80.4 235.449 46 134 -170
b_quark 0 4.18 136.215 94 95 26 b_quark 0 4.18 103.356 -28 -59 -80
b_quark 0 4.18 103.535 -17 -42 93 b_quark 0 4.18 123.687 -71 -32 -96
W+ 1 80.4 137.685 93 0 -62 W- 1 80.4 206.488 -154 24 109
b_quark 0 4.18 48.2957 41 -25 3 b_quark 0 4.18 107.896 -62 6 88
b_quark 0 4.18 132.418 50 -109 56 b_quark 0 4.18 186.342 -143 111 44
b_quark 0 4.18 197.29 -8 149 129 b_quark 0 4.18 288.573 32 -213 -192
W+ 1 80.4 164.894 -77 -54 -109 W- 1 80.4 109.207 42 -43 43
W+ 1 80.4 221.617 141 -100 113 W- 1 80.4 161.497 -91 50 -94
tau+ 0 1.78 120.819 -29 -8 -117 tau- 0 1.78 178.528 124 83 98
b_quark 0 4.18 147.127 -48 -37 -134 b_quark 0 4.18 89.0476 42 62 48
b_quark 0 4.18 89.9582 81 17 -35 b_quark 0 4.18 61.5343 12 -12 59
tau+ 0 1.78 124.311 -95 67 -44 tau- 0 1.78 108.093 48 -56 79
W+ 1 80.4 138.395 92 -25 -60 W- 1 80.4 170.109 -106 106 1
b_quark 0 4.18 183.792 80 131 -101 b_quark 0 4.18 140.522 1 -48 132
b_quark 0 4.18 157.478 -79 125 54 b_quark 0 4.18 154.617 64 -32 -137
W+ 1 80.4 200.525 -144 53 101 W- 1 80.4 194.59 132 -69 -96
b_quark 0 4.18 156.89 -46 -95 -116 b_quark 0 4.18 162.501 -48 138 71
W+ 1 80.4 183.473 58 -145 -53 W- 1 80.4 212.003 -86 118 131
b_quark 0 4.18 80.0404 -32 18 -71 b_quark 0 4.18 139.798 -66 -91 83
b_quark 0 4.18 75.5081 72 -10 -20 b_quark 0 4.18 105.672 -102 24 -13
W+ 1 80.4 155.426 -43 88 -90 W- 1 80.4 186.583 48 -139 82
b_quark 0 4.18 106.459 -86 56 -28 b_quark 0 4.18 91.5395 48 -53 -57
b_quark 0 4.18 96.9767 -27 -93 -3 b_quark 0 4.18 157.995 83 130 34
Z 1 91.2 216.87 -143 -71 115 Z 1 91.2 277.169 185 166 -82
b_quark 0 4.18 47.0369 7 -45 11 b_quark 0 4.18 108.367 -74 65 45
W+ 1 80.4 139.349 -17 -76 83 W- 1 80.4 132.038 4 75 -73
tau+ 0 1.78 70.5207 -15 -32 -61 tau- 0 1.78 84.7123 -66 -36 39
b_quark 0 4.18 121.867 68 -3 -101 b_quark 0 4.18 72.3013 5 -64 33
W+ 1 80.4 180.79 -72 -99 -106 W- 1 80.4 160.419 109 75 42
b_quark 0 4.18 134.009 -111 -52 -54 b_quark 0 4.18 160.519 95 110 68
b_quark 0 4.18 197.313 55 117 149 b_quark 0 4.18 324.109 -88 -198 -241
b_quark 0 4.18 160.694 -67 96 110 b_quark 0 4.18 188.848 163 -34 -89
b_quark 0 4.18 105.326 76 -26 68 b_quark 0 4.18 184.387 -142 109 -44
tau+ 0 1.78 109.056 -63 39 80 tau- 0 1.78 255.484 156 -98 -177
W+ 1 80.4 190.224 137 46 -94 W- 1 80.4 93.6491 -48 1 -1
W+ 1 80.4 155.464 -86 30 97 W- 1 80.4 230.235 180 -88 -80
W+ 1 80.4 213.291 132 146 17 W- 1 80.4 270.441 -173 -189 32
b_quark 0 4.18 161.628 -143 61 44 b_quark 0 4.18 247.844 228 4 -97
W+ 1 80.4 206.93 -150 20 -116 W- 1 80.4 246.449 107 -118 170
b_quark 0 4.18 50.5517 35 -23 28 b_quark 0 4.18 137.239 -14 75 -114
b_quark 0 4.18 147.223 89 94 -70 b_quark 0 4.18 236.743 -79 -190 117
b_quark 0 4.18 146.872 24 -23 -143 b_quark 0 4.18 157.243 -124 86 44
W+ 1 80.4 159.8 120 24 -64 W- 1 80.4 228.143 -205 38 46
b_quark 0 4.18 206.025 104 107 -142 b_quark 0 4.18 109.797 -87 -38 55
W+ 1 80.4 214.917 -116 85 138 W- 1 80.4 252.593 95 -133 -175
b_quark 0 4.18 55.4209 -7 43 -34 b_quark 0 4.18 98.6837 -19 -84 -48
W+ 1 80.4 195.576 -5 -105 -144 W- 1 80.4 178.466 -29 64 143
W+ 1 80.4 192.201 -130 -116 11 W- 1 80.4 221.028 192 70 -25
b_quark 0 4.18 190.648 -40 -140 123 b_quark 0 4.18 210.553 -23 105 -181
b_quark 0 4.18 94.5911 40 -33 -79 b_quark 0 4.18 88.586 -70 -11 53
b_quark 0 4.18 163.054 -18 98 129 b_quark 0 4.18 235.957 -53 -180 -143
tau+ 0 1.78 145.235 37 140 11 tau- 0 1.78 153.431 -55 -113 88
tau+ 0 1.78 144.548 -109 -71 63 tau- 0 1.78 162.321 120 92 -59
b_quark 0 4.18 202.219 119 95 133 b_quark 0 4.18 329.04 -153 -180 -229
b_quark 0 4.18 152.782 -52 -61 -130 b_quark 0 4.18 143.563 84 -9 116
b_quark 0 4.18 137.384 58 -97 78 b_quark 0 4.18 35.3903 -35 3 -1
b_quark 0 4.18 168.067 -2 100 -135 b_quark 0 4.18 73.7867 -55 -1 49
b_quark 0 4.18 169.064 -97 -110 -84 b_quark 0 4.18 216.003 164 12 140
b_quark 0 4.18 151.814 39 -22 145 b_quark 0 4.18 72.921 20 42 -56
tau+ 0 1.78 66.6646 -56 -36 3 tau- 0 1.78 102.412 60 -63 -54
b_quark 0 4.18 62.0683 27 -55 9 b_quark 0 4.18 111.797 -18 86 -69
b_quark 0 4.18 189.384 -139 12 -128 b_quark 0 4.18 242.83 128 -106 177
tau+ 0 1.78 162.515 -64 134 -66 tau- 0 1.78 104.562 16 -45 93
tau+ 0 1.78 95.0693 55 9 77 tau- 0 1.78 115.031 32 -109 -18
b_quark 0 4.18 153.008 -25 100 -113 b_quark 0 4.18 258.276 57 -184 172
b_quark 0 4.18 171.168 69 74 138 b_quark 0 4.18 232.816 -91 -31 -212
b_quark 0 4.18 146.94 -118 -9 87 b_quark 0 4.18 145.669 60 31 -129
b_quark 0 4.18 182.273 -110 141 35 b_quark 0 4.18 259.121 99 -237 34
b_quark 0 4.18 105.747 -54 43 -80 b_quark 0 4.18 84.8379 -30 -78 -14
b_quark 0 4.18 34.1683 22 21 -15 b_quark 0 4.18 83.8837 -53 -31 -57
b_quark 0 4.18 141.938 -122 69 -22 b_quark 0 4.18 237.509 179 -156 4
b_quark 0 4.18 122.276 -119 -22 -17 b_quark 0 4.18 215.422 142 116 113
b_quark 0 4.18 138.519 -35 116 67 b_quark 0 4.18 245.918 -39 -179 -164
b_quark 0 4.18 178.293 147 -19 99 b_quark 0 4.18 174.618 -157 -40 -65
W+ 1 80.4 169.169 37 7 144 W- 1 80.4 208.368 -43 -52 -180
b_quark 0 4.18 162.193 -83 74 -118 b_quark 0 4.18 261.422 92 -174 172
W+ 1 80.4 118.963 8 -30 -82 W- 1 80.4 212.191 -53 74 174
b_quark 0 4.18 143.706 -136 -17 43 b_quark 0 4.18 137.25 116 -60 42
W+ 1 80.4 115.014 78 -22 14 W- 1 80.4 101.06 18 -49 32
b_quark 0 4.18 146.053 61 77 108 b_quark 0 4.18 153.23 -71 -86 -105
tau+ 0 1.78 138.867 34 125 -50 tau- 0 1.78 149.064 35 -144 -16
b_quark 0 4.18 102.525 -78 63 -21 b_quark 0 4.18 205.045 104 -159 77
b_quark 0 4.18 151.643 -17 -105 108 b_quark 0 4.18 94.6703 -45 82 -14
b_quark 0 4.18 217.556 -148 -128 -95 b_quark 0 4.18 292.606 202 101 186
b_quark 0 4.18 190.941 104 -61 148 b_quark 0 4.18 147.602 -48 104 -93
W+ 1 80.4 174.866 -83 -124 -43 W- 1 80.4 204.629 19 122 142
W+ 1 80.4 158.72 14 24 134 W- 1 80.4 233.543 -62 -55 -203
W+ 1 80.4 176.14 38 106 -109 W- 1 80.4 210.069 24 -183 60
b_quark 0 4.18 161.887 58 -149 25 b_quark 0 4.18 167.566 -122 109 36
b_quark 0 4.18 110.41 -16 46 -99 b_quark 0 4.18 172.347 87 -79 126
b_quark 0 4.18 145.036 -4 139 -41 b_quark 0 4.18 178.254 -74 -120 109
b_quark 0 4.18 236.41 144 -144 -120 b_quark 0 4.18 183.683 -107 108 103
b_quark 0 4.18 81.6178 24 68 38 b_quark 0 4.18 81.0153 -61 -4 -53
b_quark 0 4.18 58.2364 5 -10 57 b_quark 0 4.18 58.647 11 -49 -30
b_quark 0 4.18 109.711 -93 -11 57 b_quark 0 4.18 100.615 99 4 17
b_quark 0 4.18 133.235 -111 63 38 b_quark 0 4.18 137.976 74 -110 -38
W+ 1 80.4 149.784 -97 -39 -71 W- 1 80.4 119.345 41 -13 77
b_quark 0 4.18 75.3092 14 57 47 b_quark 0 4.18 84.8202 84 0 -11
b_quark 0 4.18 201.996 -125 106 -118 b_quark 0 4.18 242.698 168 -6 175
b_quark 0 4.18 152.1 61 136 -30 b_quark 0 4.18 225.288 0 -209 84
b_quark 0 4.18 143.96 -39 31 -135 b_quark 0 4.18 147.212 43 43 134
b_quark 0 4.18 210.379 141 140 69 b_quark 0 4.18 316.21 -211 -235 15
W+ 1 80.4 97.9549 -21 -29 43 W- 1 80.4 171.296 17 70 -133
b_quark 0 4.18 109.998 65 36 -81 b_quark 0 4.18 187.052 -149 1 113
b_quark 0 4.18 206.784 118 123 117 b_quark 0 4.18 190.805 -42 -71 -172
tau+ 0 1.78 137.652 86 -10 -107 tau- 0 1.78 136.426 7 88 104
tau+ 0 1.78 143.346 -6 -122 75 tau- 0 1.78 136.686 36 22 -130
W+ 1 80.4 180.184 -99 125 24 W- 1 80.4 133.38 66 -61 57
b_quark 0 4.18 138.955 -27 -111 79 b_quark 0 4.18 178.032 63 22 -165
tau+ 0 1.78 175.656 150 -84 -36 tau- 0 1.78 288.971 -250 75 124
W+ 1 80.4 136.037 -56 -41 85 W- 1 80.4 124.752 69 57 -33
b_quark 0 4.18 130.673 -37 -92 85 b_quark 0 4.18 197.346 112 160 -28
b_quark 0 4.18 154.021 130 -71 42 b_quark 0 4.18 35.9092 -34 -4 -10
tau+ 0 1.78 113.367 88 -8 -71 tau- 0 1.78 199.76 -180 51 70
b_quark 0 4.18 141.09 19 22 -138 b_quark 0 4.18 80.6627 67 -20 40
b_quark 0 4.18 99.9123 -24 -50 -83 b_quark 0 4.18 82.6951 28 41 66
W+ 1 80.4 145.304 58 -98 41 W- 1 80.4 117.657 17 67 -51
W+ 1 80.4 169.435 -136 38 48 W- 1 80.4 234.22 209 15 -67
b_quark 0 4.18 28.0441 20 -12 -15 b_quark 0 4.18 79.2873 18 53 -56
W+ 1 80.4 139.18 45 51 91 W- 1 80.4 207.719 -59 21 -181
b_quark 0 4.18 80.1216 67 8 -43 b_quark 0 4.18 121.373 -108 -41 -37
b_quark 0 4.18 192.3 -71 111 140 b_quark 0 4.18 140.123 70 -106 -59
tau+ 0 1.78 101.253 32 93 -24 tau- 0 1.78 188.916 -123 -141 26
b_quark 0 4.18 193.234 99 89 140 b_quark 0 4.18 204.691 -102 -169 -54
b_quark 0 4.18 129.149 -107 -37 -62 b_quark 0 4.18 103.959 78 59 -35
b_quark 0 4.18 75.5941 -30 -66 -21 b_quark 0 4.18 77.6432 45 31 -55
b_quark 0 4.18 19.9618 14 -11 -8 b_quark 0 4.18 100.869 -4 -54 85
b_quark 0 4.18 172.216 -15 146 -90 b_quark 0 4.18 240.571 -64 -231 20
b_quark 0 4.18 190.731 -138 26 -129 b_quark 0 4.18 235.851 86 -76 206
b_quark 0 4.18 126.836 -55 114 7 b_quark 0 4.18 163.231 143 -63 -47
b_quark 0 4.18 204.466 -48 -139 142 b_quark 0 4.18 160.086 56 105 -107
W+ 1 80.4 140.553 -23 111 -21 W- 1 80.4 235.487 122 -175 59
W+ 1 80.4 186.642 -85 145 -11 W- 1 80.4 269.44 178 -157 99
W+ 1 80.4 181.91 -29 -69 -145 W- 1 80.4 161.301 127 -20 55
b_quark 0 4.18 239.997 146 128 141 b_quark 0 4.18 228.645 -49 -192 -114
b_quark 0 4.18 211.191 112 -138 -114 b_quark 0 4.18 203.933 -101 59 167
b_quark 0 4.18 178.164 93 150 -24 b_quark 0 4.18 171.004 -1 -170 -18
b_quark 0 4.18 152.671 41 -117 -89 b_quark 0 4.18 103.322 13 92 45
b_quark 0 4.18 163.864 72 -25 -145 b_quark 0 4.18 255.442 -78 10 243
b_quark 0 4.18 128.263 -12 63 -111 b_quark 0 4.18 137.712 19 -19 135
tau+ 0 1.78 115.031 43 -12 -106 tau- 0 1.78 179.098 -17 -10 178
b_quark 0 4.18 197.9 -145 -59 -121 b_quark 0 4.18 259.101 230 110 46
W+ 1 80.4 163.184 82 -96 -65 W- 1 80.4 101.854 -45 34 27
b_quark 0 4.18 143.873 11 119 80 b_quark 0 4.18 153.608 9 -149 -36
tau+ 0 1.78 147.041 -20 -103 103 tau- 0 1.78 244.402 -70 198 -125
b_quark 0 4.18 98.4808 -52 -44 71 b_quark 0 4.18 62.7094 5 47 -41
b_quark 0 4.18 108.658 -107 -4 18 b_quark 0 4.18 64.4319 43 29 -38
b_quark 0 4.18 188.307 -123 -72 -123 b_quark 0 4.18 185.484 59 75 159
Z 1 91.2 146.746 -86 -14 -75 Z 1 91.2 121.78 26 46 61
b_quark 0 4.18 136.574 -61 -35 117 b_quark 0 4.18 194.498 152 -28 -118
b_quark 0 4.18 144.383 -77 38 116 b_quark 0 4.18 147.338 99 -107 -21
tau+ 0 1.78 156.682 76 -109 83 tau- 0 1.78 71.1138 -58 39 -13
b_quark 0 4.18 173.869 138 -60 -87 b_quark 0 4.18 164.555 -156 -31 42
b_quark 0 4.18 155.687 -11 -58 -144 b_quark 0 4.18 69.6166 28 -18 61
b_quark 0 4.18 191.798 43 -138 126 b_quark 0 4.18 244.964 38 89 -225
W+ 1 80.4 174.075 55 -118 83 W- 1 80.4 217.159 -19 178 -93
b_quark 0 4.18 77.1782 37 -67 -9 b_quark 0 4.18 115.86 -87 74 -19
b_quark 0 4.18 156.021 -95 -78 96 b_quark 0 4.18 260.312 117 134 -190
W+ 1 80.4 235.476 132 -131 120 W- 1 80.4 184.679 -145 76 -29
b_quark 0 4.18 117.19 -96 -60 30 b_quark 0 4.18 79.2116 54 29 -50
b_quark 0 4.18 76.0228 -4 -61 45 b_quark 0 4.18 110.519 -2 108 23
W+ 1 80.4 125.192 -73 -46 42 W- 1 80.4 180.073 157 -28 -23
b_quark 0 4.18 110.157 62 23 88 b_quark 0 4.18 166.525 -72 -80 -127
b_quark 0 4.18 160.843 84 -134 -29 b_quark 0 4.18 228.47 -1 228 14
b_quark 0 4.18 56.6699 -16 47 27 b_quark 0 4.18 96.9354 -21 37 -87
W+ 1 80.4 166.389 -8 111 -94 W- 1 80.4 234.338 -80 -161 127
b_quark 0 4.18 57.3714 -27 49 -12 b_quark 0 4.18 159.588 103 -99 71
b_quark 0 4.18 136.332 -118 26 63 b_quark 0 4.18 188.394 185 17 -31
W+ 1 80.4 150.725 -106 53 47 W- 1 80.4 196.268 172 -13 -48
b_quark 0 4.18 133.879 -51 -43 -116 b_quark 0 4.18 171.541 -5 -22 170
b_quark 0 4.18 171.194 -79 -93 -120 b_quark 0 4.18 162.995 94 -5 133
W+ 1 80.4 168.232 -25 78 -123 W- 1 80.4 161.1 -12 -72 119
b_quark 0 4.18 139.149 106 -78 45 b_quark 0 4.18 210.496 -181 107 -9
W+ 1 80.4 148.799 8 -22 123 W- 1 80.4 167.476 64 -8 -132
b_quark 0 4.18 166.128 131 -4 102 b_quark 0 4.18 188.379 -162 -75 -60
b_quark 0 4.18 139.07 93 45 -93 b_quark 0 4.18 212.55 -126 -122 120
W+ 1 80.4 97.9855 44 24 -25 W- 1 80.4 153.874 -101 -64 54
b_quark 0 4.18 124.866 -78 -51 -83 b_quark 0 4.18 151.273 101 112 -11
b_quark 0 4.18 118.421 37 -66 -91 b_quark 0 4.18 73.9424 -64 25 27
b_quark 0 4.18 154.021 91 -32 -120 b_quark 0 4.18 198.445 -83 -43 175
b_quark 0 4.18 100.69 -58 49 -66 b_quark 0 4.18 177.422 -40 -145 94
b_quark 0 4.18 113.818 -66 -65 66 b_quark 0 4.18 167.271 -15 29 -164
b_quark 0 4.18 165.983 -36 134 -91 b_quark 0 4.18 59.1056 34 -48 -4
b_quark 0 4.18 117.726 69 -84 45 b_quark 0 4.18 169.111 -118 -4 -121
Z 1 91.2 191.853 -120 -109 47 Z 1 91.2 200.124 132 42 -112
b_quark 0 4.18 168.177 64 -143 61 b_quark 0 4.18 201.585 -73 153 -109
b_quark 0 4.18 147.256 79 -99 75 b_quark 0 4.18 151.639 -110 101 -26
tau+ 0 1.78 243.066 127 143 150 tau- 0 1.78 313.479 -213 -156 -169
W+ 1 80.4 174.394 78 -96 93 W- 1 80.4 177.705 -85 121 -57
